system:index,Input_FID,NDVI_mean_veg23_3,NDVI_mean_veg23_4,NDVI_mean_veg23_5,NDVI_mean_veg23_7,NDVI_mean_veg23_8,NDVI_sd_veg23_3,NDVI_sd_veg23_4,NDVI_sd_veg23_5,NDVI_sd_veg23_7,NDVI_sd_veg23_8,Shape_Area,Shape_Leng,Veg_area_m2_veg23_3,Veg_area_m2_veg23_4,Veg_area_m2_veg23_5,Veg_area_m2_veg23_7,Veg_area_m2_veg23_8,.geo
0000000000000000000a,9583,0.42425050632077826,0.359426482335761,,,0.26931100603371694,0.09699475239537292,0.08134467437664088,,,0.042837364501137,708.268429787,164.698446355,510.2061148549996,418.8379647946826,0.0,0.0,293.1089252546722,"{""type"":""Polygon"",""coordinates"":[[[-107.50833970144461,48.45070797395585],[-107.50829447564503,48.45074467576382],[-107.50827501908779,48.45075848618272],[-107.50827529062104,48.45076300059983],[-107.50886307238366,48.45124592340836],[-107.50896926849994,48.45122127996889],[-107.50902866692797,48.4512020789636],[-107.50833970144461,48.45070797395585]]]}"
0000000000000000000b,12016,0.38329473421443855,0.316624215131665,,,0.27437627257356856,0.16702808789215112,0.16016330147566973,,,0.11773339834480695,848.20999976,175.307210796,608.1732243855794,601.9168465707816,0.0,0.0,560.9896990906959,"{""type"":""Polygon"",""coordinates"":[[[-107.56476445269732,48.37715902465331],[-107.56475687754828,48.37714130220921],[-107.5647564106306,48.37713242917657],[-107.56474906894817,48.37711914325516],[-107.56474143674254,48.37710150827009],[-107.56473386161528,48.37708378584275],[-107.56472656542397,48.3770705712614],[-107.56471218940237,48.37705297602911],[-107.56470502413387,48.37704421407924],[-107.56380578371022,48.37729203923993],[-107.56377320215577,48.377310657959725],[-107.56374098470242,48.377338165868444],[-107.56380794591085,48.37733666694527],[-107.56477313808425,48.37719901715249],[-107.56477226131382,48.377181183622284],[-107.56477202785332,48.377176747102524],[-107.56476445269732,48.37715902465331]]]}"
0000000000000000000c,6168,0.7076233877640724,0.35781047502753943,0.41857288016242683,0.583424743229857,0.6543193104921169,0.05942191290983907,0.10983682297979622,0.0807916308305894,0.09030362226958123,0.11098245751597098,1587.51736607,337.749178479,1403.7124977859794,996.255381894579,586.4588578467275,1354.797244861079,1403.7124977859794,"{""type"":""Polygon"",""coordinates"":[[[-107.36818558563579,48.47441997236647],[-107.36817243562858,48.474424684881036],[-107.36815897408152,48.474424967654336],[-107.36813927336381,48.474434310982105],[-107.3681128706587,48.474443751939695],[-107.36809316992897,48.474453095261595],[-107.36807336651295,48.47446245452091],[-107.36806691847421,48.47446706939576],[-107.3692695215374,48.47548295692539],[-107.36942243912593,48.47559144198518],[-107.36946828992869,48.475568139300385],[-107.36948133405271,48.47555896478811],[-107.36950082633699,48.475545175208694],[-107.36950737718533,48.47554054420001],[-107.36818558563579,48.47441997236647]]]}"
0000000000000000000d,328,0.6211070516247019,0.5765202461870821,0.4391263500750875,0.4514351021211881,0.4590814402740547,0.08927684426590089,0.1228966476858714,0.1238337099628764,0.1213223816778375,0.1122929334579467,1021.49828342,228.162982735,677.3236873551912,677.3236873551912,672.3740039002662,677.3236873551912,680.4497920915193,"{""type"":""Polygon"",""coordinates"":[[[-107.1100377391457,48.41151981729473],[-107.11005839089042,48.411532890458126],[-107.11005856869113,48.41153733222053],[-107.11007917605117,48.4115503337672],[-107.11009970794352,48.41155887791069],[-107.11012035974484,48.41157195106891],[-107.11014089166767,48.41158049520631],[-107.11016132128523,48.41158905497748],[-107.11018848086158,48.41159744865371],[-107.11019543303013,48.41160179594469],[-107.11147425609589,48.411542612786754],[-107.11147813887138,48.41147553384363],[-107.11149070902098,48.411452992728684],[-107.1100377391457,48.41151981729473]]]}"
0000000000000000000e,4999,0.45303666384332564,0.42825639476210364,0.44715262871731054,0.5911152895790379,0.6063475342726301,0.12705851735146204,0.13435283217682875,0.10200106033451806,0.08569616350805993,0.09752823460381833,767.630998318,169.284359606,767.36401385139,768.1451757094437,708.7767721737131,701.2255278643439,768.1451757094437,"{""type"":""Polygon"",""coordinates"":[[[-107.32378847983374,48.43518363058364],[-107.32371599774096,48.43521188704321],[-107.32360445963074,48.435267698370026],[-107.32356544857305,48.43529532480994],[-107.32429127843281,48.43575854059189],[-107.32378847983374,48.43518363058364]]]}"
0000000000000000000f,3495,0.5003066642145426,0.4226285498776883,0.3410698123941463,0.28144817654539805,0.2968348602913857,0.06428249262948374,0.0699074688250184,0.05351325393941881,0.044795783785739514,0.04226605384320032,803.355126685,179.801688052,572.0300146663891,543.1161196540382,583.4916255576937,588.4407187069163,613.1869749181411,"{""type"":""Polygon"",""coordinates"":[[[-107.26752416197085,48.41556585919203],[-107.26750341623324,48.41555282130325],[-107.2674829122796,48.41554429625457],[-107.26746240833987,48.41553577120253],[-107.26744190441403,48.41552724614712],[-107.26741476118681,48.41551888269186],[-107.26688543860978,48.41613670043021],[-107.26689251658351,48.416145493111635],[-107.26691321748372,48.41615845973832],[-107.26693372150149,48.41616698500486],[-107.26695442243683,48.416179951626994],[-107.26697492648485,48.416188476887406],[-107.26698849178668,48.416192738171304],[-107.26753110072399,48.41557012307667],[-107.26752416197085,48.41556585919203]]]}"
00000000000000000010,5902,0.5001315094400258,0.4366602854780354,0.4203566806458017,0.4669539417507575,0.49469951153808206,0.1901997174560497,0.15004078505936877,0.10766072351102776,0.09251598606220414,0.09098556894511355,1114.98374388,252.308635142,1056.2922025194352,996.9584633621515,1046.9236402922984,1046.9236402922984,1109.3801114549822,"{""type"":""Polygon"",""coordinates"":[[[-107.36171679249149,48.46529461846301],[-107.36170978184148,48.46529028655378],[-107.36168276174102,48.46528638909426],[-107.3616621883191,48.46527787800818],[-107.36164883366834,48.465278143784694],[-107.36162826026631,48.46526963269216],[-107.36160103209515,48.46526129025773],[-107.36105486932503,48.46593790631975],[-107.36097408666467,48.46607800548776],[-107.36090691139339,48.46622235587836],[-107.36092057696145,48.466226519301145],[-107.36094759742844,48.46623041703405],[-107.36095429741141,48.46623031996709],[-107.36097461790915,48.4662343147593],[-107.36172344728854,48.46529444979303],[-107.36171679249149,48.46529461846301]]]}"
00000000000000000011,4052,0.45870058175896405,0.5623409162072018,0.3636984427737344,0.5281402895375232,0.5763338423305271,0.05753493290353156,0.09955830116046399,0.08135194799640706,0.15864775748781382,0.19919655566626926,862.578916063,203.01495064,650.7057127111101,749.6523584104053,792.6161115459367,749.6523584104053,749.6523584104053,"{""type"":""Polygon"",""coordinates"":[[[-107.27904670281667,48.435435758094236],[-107.27903346631187,48.43544047042057],[-107.27902711658825,48.435449534628994],[-107.27901388007876,48.435454246953974],[-107.27896068490675,48.43546426616302],[-107.27895423944057,48.43546887163862],[-107.27892756817916,48.43547385336644],[-107.27890109514468,48.43548327799226],[-107.27888790346555,48.43548806186187],[-107.27959630620784,48.43617072603638],[-107.27960954299418,48.43616601356108],[-107.27962273493625,48.43616122952517],[-107.27966908915278,48.43614692945948],[-107.27904670281667,48.435435758094236]]]}"
00000000000000000012,6874,0.6477490366118687,0.5941114762056164,0.4900469437634494,0.42246058725504215,0.4020967967675971,0.07278827501008406,0.06789142596160734,0.09722662790601828,0.10178696541978358,0.1430010810488545,1516.49305755,327.170877856,1263.5657790539312,1391.7948134777594,1390.7544168210497,1122.592765568752,1391.7948134777594,"{""type"":""Polygon"",""coordinates"":[[[-107.41349573374487,48.491927963855424],[-107.41349594802622,48.49193241074952],[-107.41348337605561,48.491950559432986],[-107.4134774672429,48.49196853556827],[-107.41347134414592,48.49198206481064],[-107.41347224648248,48.491999923969175],[-107.4134663376548,48.49201790012068],[-107.41346723998798,48.49203575929126],[-107.41346803955928,48.49205363446329],[-107.41524680369706,48.49272193051349],[-107.41524658920692,48.49271748356315],[-107.415265869512,48.4926992332732],[-107.41527194699161,48.49268563218399],[-107.4152845638513,48.492667554587804],[-107.41349573374487,48.491927963855424]]]}"
00000000000000000013,12322,0.5256439999002682,0.46902168804001126,,,0.47198750513962945,0.14861266528713046,0.18680248624352194,,,0.12682508284471394,1040.47057981,227.633760395,877.6541440477556,815.3369257010663,0.0,0.0,581.9728049184761,"{""type"":""Polygon"",""coordinates"":[[[-107.56846424252775,48.36541940082604],[-107.5684511289188,48.36542413017642],[-107.56845130585363,48.36542865312492],[-107.56843190662029,48.36544245220196],[-107.56841250737618,48.36545625127892],[-107.56839980465533,48.36546993910026],[-107.56838710192638,48.36548362692365],[-107.56838081628648,48.365492696656844],[-107.56956558650894,48.365993284020554],[-107.569571872039,48.36598421412724],[-107.56958470628415,48.36597497769673],[-107.56959740892609,48.365961289590615],[-107.56960392856067,48.36595665525745],[-107.56961021407693,48.365947585368204],[-107.56962961340716,48.36593378591945],[-107.5696360305179,48.365929167705026],[-107.56964231602322,48.36592009781864],[-107.56846424252775,48.36541940082604]]]}"
00000000000000000014,6793,0.5683873808311721,0.44970499756159216,0.37241774229265795,0.29585838278092946,0.3063038543674715,0.09079884594244979,0.051316634087522205,0.067732777840332,0.08412879335889188,0.08581675626221752,1561.6410387,335.241389744,1330.9588986265894,1446.9658765605852,1518.4947758094938,867.1899506512808,1031.3163847380993,"{""type"":""Polygon"",""coordinates"":[[[-107.40965170711998,48.49134755727876],[-107.40961772713156,48.491339326226154],[-107.40774142245387,48.49102129736406],[-107.40773720775837,48.49107500682406],[-107.40771861223119,48.49110666721156],[-107.40971699713957,48.49144892884487],[-107.40980419335799,48.49144707054276],[-107.40979039483531,48.49143844980859],[-107.40979684382297,48.4914338306486],[-107.40980941688389,48.49141568259464],[-107.40982224898423,48.491402052977676],[-107.4098218213125,48.49139315923887],[-107.40965170711998,48.49134755727876]]]}"
00000000000000000015,4895,0.4992700092514311,0.428254750281493,0.4018795060297028,0.39518344240898146,0.4473893977973016,0.08891990894804795,0.11076061503831676,0.12053915254035298,0.11073722320354629,0.14292546805763726,746.473580914,170.283995216,685.1111239564185,685.1111239564185,388.7770151474897,685.1111239564185,750.7317293054917,"{""type"":""Polygon"",""coordinates"":[[[-107.32080537165578,48.43305100169142],[-107.32079137937363,48.43303786220798],[-107.32077728457261,48.43302473859851],[-107.32075654362413,48.43301178050615],[-107.32074985252592,48.433011874488535],[-107.32073565693686,48.43299429252421],[-107.32073525023982,48.43298540756258],[-107.31983650945106,48.433293844656646],[-107.31984350630283,48.433298177376486],[-107.31985035568856,48.43330245443405],[-107.31985725001394,48.43330680302566],[-107.31985745325314,48.43331124553762],[-107.3198714451526,48.433324385233874],[-107.31987864525817,48.433333160467015],[-107.3198857428368,48.433341951573176],[-107.31989284041913,48.43335074268017],[-107.31990703559492,48.43336832489664],[-107.31990723883978,48.43337276741345],[-107.32081246947995,48.433059792676545],[-107.32080537165578,48.43305100169142]]]}"
00000000000000000016,10414,0.5531272252917192,0.4178507760848356,,,0.40600960819344767,0.10295470220189895,0.13797160954132853,,,0.026138274577878876,728.778951525,175.414167027,641.1843638401405,586.7539966658051,0.0,0.0,212.7729060154335,"{""type"":""Polygon"",""coordinates"":[[[-107.52734904346111,48.42655371655021],[-107.52734931749313,48.426558228806364],[-107.52734954609149,48.42656266964788],[-107.52733159184186,48.426607738190604],[-107.52732538980156,48.426616800017314],[-107.5273195422892,48.426634759635235],[-107.52731459735395,48.426670641584884],[-107.527308166706,48.426675262570065],[-107.5273083952986,48.42667970342155],[-107.52817415612033,48.42681696358161],[-107.52824135338082,48.42682001484325],[-107.52830144572665,48.426814205621],[-107.52836834552599,48.42680827146972],[-107.52734904346111,48.42655371655021]]]}"
00000000000000000017,4094,0.511350423453247,0.46433361160750564,0.39897316003211825,0.36957053872645756,0.3760302829932547,0.08958742528029835,0.09151472554557484,0.08305625902329586,0.08472093395120137,0.08665436984534336,816.661236982,194.820988027,654.5723869772518,676.7039151958389,822.5116848216337,644.9386176015817,742.838128931382,"{""type"":""Polygon"",""coordinates"":[[[-107.28055073645304,48.438599242094604],[-107.279429622591,48.438893865599916],[-107.27945038749804,48.4389069061215],[-107.2794711075788,48.438919875078355],[-107.27948508080163,48.43893302249999],[-107.27949935482884,48.43895059728252],[-107.27951328323115,48.438963673143974],[-107.2795272564904,48.438976820569316],[-107.27952745476868,48.438981263762216],[-107.27953444478176,48.43898560004843],[-107.27954172883894,48.43899883855321],[-107.2795488146207,48.43900763386523],[-107.27955570212465,48.4390119859824],[-107.27955590040617,48.43901642917808],[-107.28056520944975,48.43862125975263],[-107.28056501104227,48.438616816595044],[-107.28055073645304,48.438599242094604]]]}"
00000000000000000018,7220,0.6563957557030544,0.617447956067641,0.5677982963198797,0.5598165452543348,0.5780190338981711,0.05549861026759072,0.0962656151590477,0.08058552006218275,0.06713491790101407,0.07044548386743468,957.089053944,185.668287717,750.5836264217602,737.8397222481523,737.8397222481523,737.8397222481523,737.8397222481523,"{""type"":""Polygon"",""coordinates"":[[[-107.43512315227056,48.49624205243127],[-107.43519013248208,48.49693732657812],[-107.4352167711759,48.49693230992943],[-107.43532332595673,48.49691224326539],[-107.43534347072479,48.49691177636345],[-107.43537010942424,48.496906759674495],[-107.43539696504985,48.49690619016889],[-107.4354101245426,48.49690146623361],[-107.43541710983004,48.49690572325125],[-107.43544412489132,48.4969096884999],[-107.43547119747446,48.496913566163485],[-107.43549160449432,48.49691761797661],[-107.4355186771023,48.49692149562676],[-107.43553871912523,48.49692104470392],[-107.43512315227056,48.49624205243127]]]}"
00000000000000000019,11111,0.581145828282738,0.5079606253414785,,,0.3982233158616166,0.13588993160537152,0.13916227457690852,,,0.048136354415857265,935.925206946,198.411329884,717.5394398109585,690.4429358089673,0.0,0.0,599.7737525790346,"{""type"":""Polygon"",""coordinates"":[[[-107.53499477785867,48.40475092520248],[-107.53500193844889,48.40475969404408],[-107.53500882394677,48.40476395252027],[-107.53500909904281,48.40476846288651],[-107.53501661637257,48.40478612579525],[-107.5360566467067,48.40452200748653],[-107.53605532510417,48.40449528626874],[-107.53605482008133,48.40448633697692],[-107.53605446309231,48.40447744297175],[-107.5360541878648,48.40447293263646],[-107.53606025693017,48.40445941910101],[-107.53606609619403,48.40444146661751],[-107.53606508614185,48.40442356805371],[-107.53606422412332,48.404405724780965],[-107.53607079819994,48.40440116053815],[-107.53606983357663,48.40438333336927],[-107.53607562738867,48.404365309530036],[-107.53607476536345,48.40434746627704],[-107.53499477785867,48.40475092520248]]]}"
0000000000000000001a,6386,0.6830343463341267,0.6617003463548449,0.5783991597181727,0.5238368603126488,0.5272530021857786,0.045243047524818066,0.032388823277571026,0.033979042599229216,0.051718190761486676,0.05716262225157854,2336.63181889,231.780341859,1932.2894220688765,2064.958581004423,2064.958581004423,2258.4992091459385,2258.4992091459385,"{""type"":""Polygon"",""coordinates"":[[[-107.38700522319509,48.48512935065784],[-107.38699767357642,48.48511166383398],[-107.38699033505216,48.485098423482206],[-107.3869827854466,48.48508073666705],[-107.38696853059652,48.485063148906505],[-107.38695438412122,48.48505002357652],[-107.38694017445238,48.48503250738757],[-107.38692613072554,48.48501936609622],[-107.38690532420317,48.48500641138086],[-107.38689840789009,48.485002063965176],[-107.3868981968132,48.48499761750569],[-107.38568170863765,48.48527294700884],[-107.38658146263253,48.485406125112746],[-107.38668779926614,48.48538158428086],[-107.38701188322078,48.48527220270049],[-107.38701544700096,48.48520508827076],[-107.38701523591112,48.48520064179502],[-107.38701444912239,48.485182768364915],[-107.38701355960966,48.48516491090496],[-107.38701271525021,48.48514712501753],[-107.38700522319509,48.48512935065784]]]}"
0000000000000000001b,3089,0.3957929906014852,0.5066811410902066,,0.39605276830183406,0.3934601914690387,0.1586559052557949,0.09567036639772211,,0.049220132542510196,0.08130301975730833,755.178150885,176.418844475,338.1160274430817,199.79567159016926,0.0,143.5297519160252,201.87953171075557,"{""type"":""Polygon"",""coordinates"":[[[-107.24783202001962,48.41508151284791],[-107.24776828968929,48.41515864141275],[-107.24775549520176,48.41517230173748],[-107.24774933859304,48.41518580185603],[-107.24773673865731,48.41520390356172],[-107.247736977968,48.41520841648681],[-107.24773082134647,48.415221916613625],[-107.24872760644945,48.41546144484866],[-107.24874040082805,48.415447784323426],[-107.24783202001962,48.41508151284791]]]}"
0000000000000000001c,13021,0.4286833069793214,0.3496937526895047,,,0.3670798638311589,0.03746923243906467,0.04298394035631997,,,0.07387259979895992,1356.9474735,191.892685807,1256.5473032334273,1216.897259431727,0.0,0.0,995.9522334678499,"{""type"":""Polygon"",""coordinates"":[[[-107.59145683494211,48.34262541807832],[-107.59142981039496,48.34262159427898],[-107.59140284282557,48.342617683068106],[-107.59138256930649,48.342613659100806],[-107.59115413802907,48.34260099546806],[-107.59114744401076,48.3426011082004],[-107.59112041960461,48.342597284312006],[-107.59109363208331,48.342597893903054],[-107.59108028955855,48.342598190629246],[-107.59103359991576,48.34260365927427],[-107.59101978367256,48.34259508901628],[-107.59099927343237,48.34258663147909],[-107.59116890481026,48.3432884304126],[-107.59147710849203,48.34262944203001],[-107.59145683494211,48.34262541807832]]]}"
0000000000000000001d,551,0.4442266708323969,0.3847303776180043,0.32948302917890415,0.42963153141982535,0.43293883050239584,0.07541604544914345,0.1217157997569584,0.11757192981196335,0.07375395690149351,0.0688463797625494,959.314419485,172.506215829,796.5054283890071,863.4453075034945,863.4453075034945,942.1061401666379,871.7802483352959,"{""type"":""Polygon"",""coordinates"":[[[-107.10317469136162,48.41996586024239],[-107.1031887450243,48.419983473458295],[-107.10320272413882,48.41999662854364],[-107.103216703265,48.42000978362992],[-107.10323741339012,48.42002277305893],[-107.10325139254296,48.42003592814591],[-107.10326497349362,48.42004012659358],[-107.10328150465331,48.420115778948244],[-107.10328853154144,48.42012458557119],[-107.10329605899157,48.42014233321772],[-107.10330326280047,48.420155582357374],[-107.10331068792532,48.420173345645566],[-107.10332484408119,48.42019094327318],[-107.10332502099531,48.42019538579002],[-107.10415036670742,48.4198720969611],[-107.10317469136162,48.41996586024239]]]}"
