system:index,Input_FID,NDVI_mean_veg23_3,NDVI_mean_veg23_4,NDVI_mean_veg23_5,NDVI_mean_veg23_7,NDVI_mean_veg23_8,NDVI_sd_veg23_3,NDVI_sd_veg23_4,NDVI_sd_veg23_5,NDVI_sd_veg23_7,NDVI_sd_veg23_8,Shape_Area,Shape_Leng,Veg_area_m2_veg23_3,Veg_area_m2_veg23_4,Veg_area_m2_veg23_5,Veg_area_m2_veg23_7,Veg_area_m2_veg23_8,.geo
0000000000000000000f,18107,0.6339062984305532,0.38193160393908915,,,0.27620257588457736,0.04128333707364578,0.11341895650144958,,,0.06314838356918344,1873.10785668,212.171337327,1894.2864987242456,199.10656983618642,0.0,0.0,495.00555485744104,"{""type"":""Polygon"",""coordinates"":[[[-108.35918332924157,47.9128885385159],[-108.35916258263951,47.91287573402501],[-108.35914183605573,47.9128629295323],[-108.3591210894902,47.91285012503774],[-108.35910061977074,47.91284180030074],[-108.35910024115553,47.91283733734387],[-108.35903193221938,47.91280811837353],[-108.35901846420839,47.91280402156157],[-108.35899132462646,47.91279586153728],[-108.35897085499238,47.91278753677885],[-108.3589437154461,47.912779376742655],[-108.35892352264808,47.912775531730574],[-108.35889676172457,47.9127718346342],[-108.35888319197326,47.91276775460702],[-108.35876959863594,47.91275771448639],[-108.35855535864053,47.91334916545811],[-108.3586087010783,47.91355750625682],[-108.35919060777508,47.91289724621195],[-108.35918332924157,47.9128885385159]]]}"
00000000000000000010,18106,0.6940562268396128,0.3901344687279054,,,0.2820075453863931,0.049014313220899275,0.1289703339027259,,,0.05838936039167003,562.341248757,112.027935545,561.2843184826421,515.2559704948874,0.0,0.0,561.2843184826421,"{""type"":""Polygon"",""coordinates"":[[[-108.35855535864053,47.91334916545811],[-108.35826187809883,47.91363909965401],[-108.35826338743497,47.91376416049849],[-108.35857930902769,47.913616430046154],[-108.35859861697193,47.91360692278527],[-108.3586087010783,47.91355750625682],[-108.35855535864053,47.91334916545811]]]}"
00000000000000000011,18099,0.6484117155034551,0.45690158506526657,,,0.27022940882190116,0.0711257643428307,0.1499010484593789,,,0.0703810075321278,1108.94016407,258.877023609,1114.1516432818244,447.1332843256931,0.0,0.0,854.5493681963752,"{""type"":""Polygon"",""coordinates"":[[[-108.35744495437173,47.91302872154632],[-108.35745045171996,47.91321616663982],[-108.3580646883025,47.91408269157654],[-108.35815056754431,47.91397293342177],[-108.35744495437173,47.91302872154632]]]}"
00000000000000000012,18095,0.6575666538126422,0.4288813838272236,,,0.26737473396477107,0.05517845017063225,0.09417355744665362,,,0.047952653071536865,821.895915946,243.609683057,807.7320691576191,320.6205975102444,0.0,0.0,680.4299620684454,"{""type"":""Polygon"",""coordinates"":[[[-108.35711949135866,47.91374854421873],[-108.35698685824978,47.91426605855908],[-108.35745650227612,47.913412572048195],[-108.35745100496949,47.91322512624434],[-108.35711949135866,47.91374854421873]]]}"
00000000000000000013,18109,0.7027120354697326,0.3197989543442501,,,0.2725023994411557,0.03826845533908617,0.10561582783908637,,,0.04553733846925793,1915.46199317,218.683663511,1909.792269119562,1214.6289129219801,0.0,0.0,1840.3546373554304,"{""type"":""Polygon"",""coordinates"":[[[-108.35973496937683,47.91319844805991],[-108.35972228486453,47.91320772040077],[-108.35961333875987,47.913269009556764],[-108.35958558988615,47.9132519771481],[-108.3595648428705,47.91323917266585],[-108.35954437275309,47.9132308479721],[-108.3595236257715,47.913218043485195],[-108.35951033258134,47.91321844330989],[-108.3594354541236,47.913189372413306],[-108.35860501025766,47.913602278249556],[-108.35929499314774,47.91358653787237],[-108.35956949284757,47.91351594368436],[-108.35958245437169,47.91351115111988],[-108.35963815475263,47.91344694767744],[-108.35974788389565,47.91319358522046],[-108.35973496937683,47.91319844805991]]]}"
00000000000000000014,18102,0.6571475494647351,0.46038925441957657,,,0.2714885428636605,0.04570970122904444,0.11384723287853063,,,0.03959080692404867,1036.07407843,204.511888344,1043.1444319481943,220.93730791877297,0.0,0.0,485.79983706006817,"{""type"":""Polygon"",""coordinates"":[[[-108.35819496790207,47.913426678104976],[-108.35745992597045,47.91284960224409],[-108.35744061838201,47.91285910912585],[-108.35742103416464,47.91286413623379],[-108.35740200318708,47.91287812288329],[-108.35738898701544,47.91288300217175],[-108.35744434622298,47.91301984906211],[-108.35761306870606,47.913162328493556],[-108.35822319138921,47.91355536549861],[-108.35819496790207,47.913426678104976]]]}"
00000000000000000015,18091,0.6510213095592606,0.4001181244068896,,,0.2872815506986386,0.0594420249031026,0.15266755714766214,,,0.043174469631768186,1559.77097021,337.223383725,1563.1348049388212,411.36251214719283,0.0,0.0,507.62696883257695,"{""type"":""Polygon"",""coordinates"":[[[-108.35708137472311,47.91285177173007],[-108.3570678054042,47.912847691426435],[-108.35704071366794,47.912839601099556],[-108.35701385163749,47.912835920251545],[-108.35699371432305,47.91283198772461],[-108.35697352211785,47.91282814227931],[-108.35687322413003,47.912817700359085],[-108.35654661011638,47.914238770084395],[-108.35708250198965,47.912972367806844],[-108.35710184355904,47.912860096925996],[-108.35708137472311,47.91285177173007]]]}"
00000000000000000016,18069,0.6827311295902722,0.4480557709077961,,,0.27041656121960317,0.04887932804033197,0.11059970171426112,,,0.02905402699616132,1612.54457375,341.562630132,1600.4644180896228,311.93931005141314,0.0,0.0,1247.4966967115215,"{""type"":""Polygon"",""coordinates"":[[[-108.35355348507501,47.913267659581166],[-108.35354057058593,47.9132725215853],[-108.35351459293882,47.91328219209826],[-108.35350830121692,47.913286819472],[-108.35346329168672,47.91331047597947],[-108.35455325406485,47.9145472314913],[-108.3546640207861,47.91451272215684],[-108.35468332939291,47.91450321551003],[-108.3546965206135,47.91450283315339],[-108.35355348507501,47.913267659581166]]]}"
00000000000000000017,18094,0.6362524087774338,0.380190013528811,,,0.2734941451629596,0.048922944307318354,0.13146713511444624,,,0.06489754975659973,1842.08747884,223.979237765,1832.4715782614314,233.29864283543006,0.0,0.0,352.4469372618432,"{""type"":""Polygon"",""coordinates"":[[[-108.35738898701544,47.91288300217175],[-108.35735671812797,47.91289730124513],[-108.35734342533661,47.912897700754186],[-108.35722404875844,47.91290117556325],[-108.35710184355904,47.912860096925996],[-108.35708250198965,47.912972367806844],[-108.35706434231224,47.91320514846554],[-108.35711949135866,47.91374854421873],[-108.35745100496949,47.91322512624434],[-108.35745045171996,47.91321616663982],[-108.35744495437173,47.91302872154632],[-108.35744434622298,47.91301984906211],[-108.35738898701544,47.91288300217175]]]}"
00000000000000000018,18092,0.6984378399446706,0.3875997531139198,,,0.27414945821936537,0.05811834765914407,0.1456451403376182,,,0.0425326502463193,1499.37201168,308.327006747,1502.8894189872,547.6062414730296,0.0,0.0,1229.347222002815,"{""type"":""Polygon"",""coordinates"":[[[-108.35654661011638,47.914238770084395],[-108.356613527185,47.91424574956991],[-108.3566204268459,47.914249994608824],[-108.35664691140795,47.91424921255101],[-108.35667377429108,47.914252893581256],[-108.3567002588692,47.91425211150814],[-108.3567267903414,47.91425139971514],[-108.35673313695992,47.91424668495435],[-108.35679277618625,47.914244956185264],[-108.35706434231224,47.91320514846554],[-108.35708250198965,47.912972367806844],[-108.35654661011638,47.914238770084395]]]}"
00000000000000000019,18087,0.6551302996120303,0.4325768946973571,,,0.29387370468245694,0.07578038899508531,0.1460074056264017,,,0.06542390853210614,1292.1006014,325.181352391,1264.075369861079,499.47381618724154,0.0,0.0,784.0600516225777,"{""type"":""Polygon"",""coordinates"":[[[-108.35641734166879,47.91378242998653],[-108.35606953402805,47.912823325192875],[-108.35605596497567,47.91281924474026],[-108.35602948157768,47.9128200265822],[-108.3560161889884,47.91282042589993],[-108.35602199253212,47.91290958607536],[-108.35606671622074,47.913189725083406],[-108.35643963897267,47.91422849206672],[-108.35645283032682,47.91422810946499],[-108.35645109756209,47.91409863771902],[-108.35641734166879,47.91378242998653]]]}"
0000000000000000001a,18070,0.6788011119223871,0.45022348909813736,,,0.26622198555831844,0.0485052166680031,0.10642566756622263,,,0.03228977664566203,1618.45922299,341.199752353,1596.2551215078317,259.07296289182176,0.0,0.0,1208.0426260555494,"{""type"":""Polygon"",""coordinates"":[[[-108.3536056696202,47.913252728074674],[-108.35358608548444,47.91325775442865],[-108.35355987857596,47.913263015409626],[-108.35355348507501,47.913267659581166],[-108.3546965206135,47.91450283315339],[-108.3547095373406,47.91449795406707],[-108.35472861653393,47.91448403777498],[-108.35475454818453,47.91447429639459],[-108.35476723370469,47.91446502446453],[-108.35485664774538,47.91440883633334],[-108.3536056696202,47.913252728074674]]]}"
0000000000000000001b,18090,0.6676879706240961,0.4198601091722116,,,0.26858615366856675,0.06172581583344648,0.14482158725355535,,,0.042257930492768755,1582.75304209,337.544299833,1601.0040876799942,502.63002974566297,0.0,0.0,905.8364166259768,"{""type"":""Polygon"",""coordinates"":[[[-108.35682650148077,47.91281456667155],[-108.35681960202778,47.91281032175976],[-108.3567930166497,47.912811120619246],[-108.35676625652053,47.91280742290036],[-108.35675291695252,47.91280775203764],[-108.35672643337958,47.91280853407803],[-108.35645109756209,47.91409863771902],[-108.35645283032682,47.91422810946499],[-108.35654661011638,47.914238770084395],[-108.35687322413003,47.912817700359085],[-108.35682650148077,47.91281456667155]]]}"
0000000000000000001c,18082,0.642742689394983,0.4055094889799753,,,0.26248987675252466,0.06347607421025254,0.1310010197600408,,,0.040843955614671225,1562.85793865,335.724257107,1560.2356145222984,394.52931916479974,0.0,0.0,959.2297082340017,"{""type"":""Polygon"",""coordinates"":[[[-108.35586431579404,47.91283378804908],[-108.35575558124579,47.91279680492519],[-108.35528819798219,47.91419966533315],[-108.3552948210308,47.914199430570925],[-108.35532052301244,47.914185279484116],[-108.3554070236535,47.91418723302421],[-108.3554136935921,47.91418706854192],[-108.35543350785257,47.91418645131465],[-108.35587750658273,47.912833405551886],[-108.35586431579404,47.91283378804908]]]}"
0000000000000000001d,18059,0.6659949442173151,0.4377750913210965,,,0.2827173367276297,0.06024494033372569,0.1205995799260494,,,0.05992536358145571,1601.39588598,308.43968175,1583.8931426702761,286.68740306181064,0.0,0.0,1583.8931426702761,"{""type"":""Polygon"",""coordinates"":[[[-108.35260832755718,47.913549869070756],[-108.35260170479692,47.913550103635544],[-108.35257522179066,47.91355088451625],[-108.35255563757416,47.91355591068889],[-108.35252928193674,47.913561117924345],[-108.35250307496149,47.91356637864647],[-108.35233332988116,47.913611553577724],[-108.3523266602512,47.913611717834215],[-108.35312678649952,47.91478551812033],[-108.35260832755718,47.913549869070756]]]}"
0000000000000000001e,18127,0.6152216553297198,0.3781343577717379,,,0.2614191694514515,0.08802911781367859,0.13039553290007375,,,0.08350994900494152,2432.13115968,230.24525014,2406.5987274469117,1941.0611086976296,0.0,0.0,2134.3777554979515,"{""type"":""Polygon"",""coordinates"":[[[-108.3606823391355,47.91428298943244],[-108.36056383482958,47.91409437563876],[-108.36001298319422,47.91390051401223],[-108.36028787166751,47.91465632113571],[-108.36032686727532,47.91464176861525],[-108.36033982921039,47.91463697583303],[-108.36035936769952,47.91463187763602],[-108.36037844603095,47.9146179601961],[-108.36040437788324,47.91460821724427],[-108.3604107712525,47.91460357249535],[-108.36053842054221,47.91452390021608],[-108.36055148423056,47.91451909061215],[-108.3605705155717,47.91450510288045],[-108.36063159740787,47.9145256840112],[-108.36064512131917,47.91452969361425],[-108.36067226295077,47.91453785338684],[-108.36069250412915,47.914541768406096],[-108.36071922008577,47.914545394788],[-108.36074608474583,47.914549074643176],[-108.36077294941882,47.91455275449069],[-108.36077951798866,47.91455260642494],[-108.3606823391355,47.91428298943244]]]}"
0000000000000000001f,18134,0.6731637219855727,0.3859913821053353,,,0.2839638851496261,0.04560210920186148,0.12895861669751368,,,0.0920204681721212,1569.85820404,257.869174319,1561.2880120071716,1445.2958355473538,0.0,0.0,1468.4420671949201,"{""type"":""Polygon"",""coordinates"":[[[-108.36132027249626,47.91315645463961],[-108.36130007874385,47.91315261012875],[-108.36128650825023,47.91314853043361],[-108.3610789519016,47.91312334090723],[-108.36106538147426,47.91311926118113],[-108.36104541798937,47.91311982610425],[-108.36085344167411,47.913540871472414],[-108.36073990926316,47.91414723655291],[-108.36133346411295,47.91315607136185],[-108.36132027249626,47.91315645463961]]]}"
00000000000000000020,18131,0.6588192721338647,0.5407135808077015,,,0.30327119569371175,0.06691269667290303,0.12657904251418492,,,0.0949225203295696,1131.55751805,238.276995773,1119.4134695314895,320.8824365653244,0.0,0.0,1119.4134695314895,"{""type"":""Polygon"",""coordinates"":[[[-108.360371906375,47.91308151832684],[-108.36035171296372,47.91307767361137],[-108.36032518136034,47.91307838640328],[-108.36029859486956,47.913079186275645],[-108.36029207348415,47.913079404580714],[-108.36020607763554,47.913086344847464],[-108.36049916336098,47.914020314425926],[-108.36054933140667,47.914076872998],[-108.36059092370199,47.91389702023743],[-108.360371906375,47.91308151832684]]]}"
00000000000000000021,18132,0.68310863758042,0.3365245204250694,,,0.2992544194808524,0.03822621939004004,0.14995079970655245,,,0.06106196849927515,2363.06042366,237.064844681,2353.7729436537784,355.33924195532705,0.0,0.0,2353.7729436537784,"{""type"":""Polygon"",""coordinates"":[[[-108.3610387947597,47.91312006126685],[-108.36101203278145,47.9131163647683],[-108.36098544608298,47.913117164838646],[-108.36095919133685,47.9131223575854],[-108.36076753243948,47.91313691111207],[-108.36074761590038,47.91313754625552],[-108.36070000463985,47.91312106228496],[-108.36068681311842,47.91312144547213],[-108.36066634256856,47.913113121049896],[-108.36063947894924,47.91310944124751],[-108.36061233833198,47.91310128166436],[-108.36058585353848,47.913102064815504],[-108.3603983910978,47.91308073523741],[-108.36037852955477,47.91308128321214],[-108.360371906375,47.91308151832684],[-108.36059092370199,47.91389702023743],[-108.36085344167411,47.913540871472414],[-108.36104541798937,47.91311982610425],[-108.3610387947597,47.91312006126685]]]}"
00000000000000000022,18133,0.7000450528418668,0.5097645908510944,,,0.40180943367027105,0.0685767247753213,0.1387072867713981,,,0.12137816192443845,769.912742031,173.257937581,768.5384891285615,753.8093794280406,0.0,0.0,662.8056175680722,"{""type"":""Polygon"",""coordinates"":[[[-108.36059092370199,47.91389702023743],[-108.36054933140667,47.914076872998],[-108.36056383482958,47.91409437563876],[-108.3606823391355,47.91428298943244],[-108.36073990926316,47.91414723655291],[-108.36085344167411,47.913540871472414],[-108.36059092370199,47.91389702023743]]]}"
00000000000000000023,18129,0.6383358637629098,0.43915824889526645,,,0.28512483883298867,0.05759676257803714,0.15827875089448795,,,0.0803368111223974,1541.83851068,220.018709384,1523.1476849125881,256.96912075865504,0.0,0.0,1230.9315257352941,"{""type"":""Polygon"",""coordinates"":[[[-108.3597609470954,47.91318877586095],[-108.35974788389565,47.91319358522046],[-108.35963815475263,47.91344694767744],[-108.35987456742328,47.9137125356129],[-108.36045011143015,47.91398151790678],[-108.3597609470954,47.91318877586095]]]}"
00000000000000000024,18130,0.6145680673822538,0.47312697792740016,,,0.28296271024717745,0.06219195434718292,0.14695649107241085,,,0.08584560033406728,1935.42773219,248.764309241,1944.5108345779722,255.65405982522404,0.0,0.0,1084.4309023090436,"{""type"":""Polygon"",""coordinates"":[[[-108.36020607763554,47.913086344847464],[-108.36010721424223,47.91309821820018],[-108.36008072958354,47.913099001207115],[-108.3600610432486,47.91310404569425],[-108.36003478864399,47.913109238180766],[-108.36000858093371,47.913114500944886],[-108.36000191087773,47.913114665749156],[-108.35981914696993,47.91316473339208],[-108.35980618556691,47.91316952595375],[-108.35978025475498,47.9131792684457],[-108.3597609470954,47.91318877586095],[-108.36045011143015,47.91398151790678],[-108.36049916336098,47.914020314425926],[-108.36020607763554,47.913086344847464]]]}"
00000000000000000025,18124,0.6954161245018614,0.5107725371144872,,,0.34182385458387415,0.0899013682315653,0.15411145452579328,,,0.10039125015887129,715.275217934,182.662305851,699.3619327619963,598.8899001776003,0.0,0.0,699.0989179125019,"{""type"":""Polygon"",""coordinates"":[[[-108.3598850055668,47.91418123708104],[-108.35965119151946,47.91375034692038],[-108.3596724936704,47.914183000957884],[-108.35968032635813,47.91420066857069],[-108.35994770441853,47.91453231043886],[-108.3598850055668,47.91418123708104]]]}"
